name,phone,website,address,rating,reviews,city,category,email
Механа „Андъка“,0893462426,http://andaka.bg/,", 5370 Дряново",,,Дряново,магазин алкохол,
"""Хлебозавод НМ"" еоод",,,", 13, Априлци, 5370 Дряново",,,Дряново,магазин алкохол,
Бурлекс Надежда,,http://burlex.bg/,", ж.к. Надежда 4, ул. „Екзарх Стефан“ 99, 1220 София",,,Дряново,магазин алкохол,
Бурлекс Бояна,,https://burlex.bg/,", в.з. Беловодски пътВитоша, ул. „Севастократор Калоян“ 77, 1616 София",,,Дряново,магазин алкохол,
روح الله,,,", 5370 Дряново",,,Дряново,магазин алкохол,
Магазин Боримес,,http://borimes.com/,", Район Западен, ул. „Любен Каравелов“ 71, 5000 Велико Търново",,,Дряново,магазин алкохол,
"Мини Маркет ""Пашови""",,,", Unnamed Road, 2963 Горно Дряново",,,Дряново,магазин алкохол,
Дървеното,,,", ж.к. Надежда 4, ул. „Търговска“ 9, 1231 София",,,Дряново,цигари и алкохол,
Пейката на Любовта,,http://destinationdryanovo.com/package/the-bench-of-love-near-dryanovo-monastery/,", 5380 Дряново",,,Дряново,цигари и алкохол,
ВСК Кентавър - ИЗ Динамика,067672425,http://kentavar.com/,", ул. Шипка 1, 5370 Дряново",,,Дряново,цигари и алкохол,
kebab shop,,,", 5370 Дряново",,,Дряново,tobacco shop,
"Магазин, предлагащ IQOS устройства- “ МИТКОВ И СИЕ” ЕООД",,,", Център, Атанас Хаджиславчев 14, 5200 Павликени",,,Дряново,tobacco shop,
Цигари и Алкохол VAT-STOP,,,", ж.к. Надежда 2, 1220 София",,,Дряново,tobacco shop,
Виа Винера,0885445360,http://www.viavinera.bg/,", 42°15'54.4""N 24°10'09, 4484 Карабунар",,,Дряново,alcohol shop,
"Ракиджийница ""Булчина Радост""",0886929942,,", Ул. “Владимир Илич Ленин 45, 4350 Каравелово",,,Дряново,alcohol shop,
ПартиДринкс България магазин Правец,0889990303,http://www.partydrinks.bg/,", Център, бул. Трети Март 24, 2161 Правец",,,Дряново,alcohol shop,
СТОЯНКА МИХАЙЛОВА,067675525,,", Дряново, ул. Д.Стойнов 1",,,Дряново,бира магазин,
"Хранителен Магазин ""Римов""",,,", 2963 Горно Дряново",,,Дряново,хранителен магазин цигари,
"Магазин ""МИНИМАРКЕТ""",,,", MR2J+7W, 2963 Горно Дряново",,,Дряново,хранителен магазин цигари,
Чийз маркет,0887515152,,", ж.к. Лозенец, бул. „Черни връх“ 32, 1421 София",,,Дряново,хранителен магазин цигари,
Хранителен магазин ''Рударското'',,,", ул. 2-ра, 2430 Дрен",,,Дряново,хранителен магазин цигари,
"Супермаркет ""България""",033762587,,", Център, 4180 Хисаря",,,Дряново,хранителен магазин цигари,
Хранителен магазин - алкохол и цигари,,,", Център, 8081 Бориславци",,,Дряново,хранителен магазин цигари,
ХАНЧЕ ЯКОВЦИ,0898859747,http://www.yakovci.com/,", 5070 Яковци",,,Дряново,хранителен магазин цигари,
кв. Дряново,,,,,,Дряново,кварталник,
Магазин за Сувенири и Дърворезба,,,", MR3G+CP, 2963 Горно Дряново",,,Дряново,смесен магазин,
Васони 2011 ООД,0885316718,,", ул. „Подуево“ зад, ж.к. Красно село - кв. Борово, бл. „Тодор Каблешков“ 68, блок 12, 1680 София",,,Дряново,павилион цигари,
МЕТАЛОЛЕЕНЕ ДРЯНОВО ООД,0898645560,http://www.metaloleene.com/,", ул. Шипка, 5370 Дряново",,,Дряново,тютюн магазин,
МЕТАЛОЛЕЕНЕ-ДРЯНОВО,0898645560,,", Дряново, ул. Матей Преображенски 40",,,Дряново,тютюн магазин,
Cafeteria og tank,0887247895,,", E85, 5370 Дряново",,,Дряново,пивница,
Дряновски водопад,,,", 5380",,,Дряново,пивница,
"Стаи за гости ,,Антик""",0895166139,,", ул. „Досьо Стойнов'' 2, 5370 Дряново",,,Дряново,пивница,
Baron Edmund Tudor Food Emporium at Chukovo,0882420539,https://www.chukovosnackbar.eu/,", Chukovo, 5730 Dryanovo",,,Дряново,пивница,
Хотел Дряново,0888599106,https://www.facebook.com/dryanovo.hotel,", Dryanovska r. pk 116, 5370 Дряново",,,Дряново,пивница,
"Комплекс ""Поп Харитон""",0886100119,,", 5370 Дряново",,,Дряново,пивница,
Boutique Hotel Kentavar,0884980608,http://www.hotelkentavar.com/,", ул. „Поп Харитон“ 3, 5370 Дряново",,,Дряново,пивница,
ПИВНИЦА,,,", 5301, 5147 Мерданя",,,Дряново,пивница,
хижа Бачо Киро,0898933192,https://www.bachokiro.hija.bg/,", Дряновски Манастир, 5370 Дряново",,,Дряново,пивница,
"Пивница-кафе ""Роден край""",,,", 8Q48+GW, 5133 Стрелец",,,Дряново,пивница,
Дряновски манастир „Свети Архангел Михаил“,0896687406,,", 5370 Дряново","4,7",,Дряново,пивница,
"Механа ""При Чеха""",0882934552,http://www.facebook.com/mehanapricheha,", ул. Стефан Стамболов 44, 5370 Дряново",,,Дряново,пивница,
Кафе Аперитив Сладкарницата,,,", 2963 Горно Дряново",,,Дряново,бар и цигари,
Zahir Bar&Dinner,0897086153,,", Ulitsa 1va, 2944 Долно Дряново",,,Дряново,бар и цигари,
"Магазин за Цигари и Алкохол ""Кунчев 2017 ООД""",,,", ул. „Първи Ноември“ № 19, 5700 Тетевен",,,Тетевен,магазин алкохол,
ВинСанто,,https://www.instagram.com/vinsa.nto/,", ул. Петко Милев Страшния 2, 5700 Тетевен",,,Тетевен,магазин алкохол,
ДАРЪ - РОДЕН МАРКЕТ,,,", ул. „Иван Вазов“ 77, 5700 Тетевен",,,Тетевен,денонощен магазин,
СУПЕРМАРКЕТ БИЛЯНА,,,", Пеново, 5700 Тетевен",,,Тетевен,денонощен магазин,
"Магазин ""Лесидрен""",0885337992,http://koopdoverie.com/,", 5700 Тетевен",,,Тетевен,нощен магазин,
"Night Club ""P L A Y""",0885198403,https://www.facebook.com/Night-Club-P-L-A-Y-252160104862655,", площад ""Сава Младенов 3, 5700 Тетевен",,,Тетевен,нощен магазин,
"Club ""Enigma""",0883430859,,", 5700 Тетевен",,,Тетевен,нощен магазин,
Синчец 61 ООД,0888231730,,", улица Вършец 81, 5771 Тетевен",,,Тетевен,нощен магазин,
One coffee,0889838283,,", ул. „Иван Вазов“ 65, 5700 Тетевен",,,Тетевен,нощен магазин,
Магазин ТЕДИВАС,0893384003,,", ул. „Васил Петров“ 1, 5700 Тетевен",,,Тетевен,alcohol shop,
МОЯТ МАГАЗИН Тетевен,0897840191,https://www.moiatmagazin.bg/,", ул. „Иван Вазов“ 115, 5700 Тетевен",,,Тетевен,alcohol shop,
Барбекю „Вайс“,0885198674,,", улица Вършец 69, 5700 Тетевен",,,Тетевен,alcohol shop,
Пуцината,,,", ул. „Кмоератевен Пазар“ 7, 5700 Тетевен",,,Тетевен,alcohol shop,
БАЛКАН БИО,0879333029,,", Mandra, 5700 Тетевен",,,Тетевен,бира магазин,
Магазин Домашни потреби,0883326734,,", ул. „Трети Март“ 4, 5700 Тетевен",,,Тетевен,уиски магазин,
Тетевен,,,,,,Тетевен,кварталник,
Маки и Милс ТМ ООД,0886366272,http://www.makimils.com/,", ул. Воловийте, 5700 Тетевен",,,Тетевен,смесен магазин,
"Механа ""Воденицата""",0886005499,https://www.facebook.com/vodenitzata.teteven/,", Скрибътна, 5700 Тетевен",,,Тетевен,пивница,
Приятели,0878763122,https://www.facebook.com/%D0%A0%D0%B5%D1%81%D1%82%D0%BE%D1%80%D0%B0%D0%BD%D1%82-%D0%9F%D1%80%D0%B8%D1%8F%D1%82%D0%B5%D0%BB%D0%B8-415781535266858/,", ул. „Иван Вазов“ 23, 5700 Тетевен",,,Тетевен,пивница,
При Войводата,,,", 5720 Тетевен",,,Тетевен,пивница,
"Хотел - Ресторант ""Ваката""",0885297281,https://www.facebook.com/%D0%A0%D0%B5%D1%81%D1%82%D0%BE%D1%80%D0%B0%D0%BD%D1%82-%D0%92%D0%B0%D0%BA%D0%B0%D1%82%D0%B0--189370517745311/?ref=ts&fref=ts,", ул. „Пенка Михайлова“ 1, 5700 Тетевен",,,Тетевен,пивница,
Свежият скараджия („При Миро“),,,", 5733 Teteven",,,Тетевен,пивница,
"Хотел ""Еница"" - Тетевен",0887044952,https://hotel-enica.com/,", ул. „Иван Вазов“ 172, 5700 Тетевен",,,Тетевен,пивница,
"Пицария ""При Шалмата""",0885107415,https://www.facebook.com/prishalmata.teteven,", ул. „Иван Вазов“ 13, 5700 Тетевен",,,Тетевен,пивница,
"Бистро ""Люси""",,,", ул. Никола Вапцаров, 5700 Тетевен",,,Тетевен,пивница,
La Piazza,0885107454,http://www.facebook.com/lapiazza.teteven,", пл. ""Сава Младенов"" 1, 5700 Тетевен",,,Тетевен,пивница,
"Кафе аперитив ""РАНДЕВУ""",0887204069,,", ул. „Иван Вазов“ 155, 5700 Тетевен",,,Тетевен,пивница,
"Вила ""Червен""",0888340172,http://www.villacherven.com/,", Konski Dol, 5700 Тетевен",,,Тетевен,пивница,
Апартаменти “Friends”,0878225089,http://www.friends-teteven.com/,", ул. „Иван Вазов“ 23, 5700 Тетевен",,,Тетевен,пивница,
Петрови Вили,0884751242,http://www.petrovivili.bg/,", Скрибътна, кв, 5700, 5700 Тетевен",,,Тетевен,пивница,
Бункера,0885192353,,", ул. „Лечо Гайдаря“ 34, 5700 Тетевен",,,Тетевен,пивница,
"Хотел ""Тетевен""",067852482,https://www.hotelteteven.com/,", ул. „Иван Вазов“ 91, 5700 Тетевен",,,Тетевен,пивница,
ПриКайзера,,,", Пеново, 5700 Тетевен",,,Тетевен,пивница,
Family Hotel Vit,0888486840,,", ул. „Михал Койчев“, 5700 Тетевен",,,Тетевен,пивница,
"Механа ""Стара Рибарица""",0888295450,http://stara-ribaritsa.com/,", ул. „Георги Бенковски“ 436, 5720 Рибарица",,,Тетевен,пивница,
"Механа ""Тесльта""",0888833335,,", ул. „Георги Бенковски“ 72-76, 5720 Рибарица",,,Тетевен,пивница,
Магазин и пивница,,,", 5581 Стефаново",,,Тетевен,пивница,
Комплекс Върбака,0878784526,http://www.varbaka.bg/,", 5700 Рибарица",,,Тетевен,пивница,
Хотел Олимп,,,", над Спиди, ул. „Пенка Михайлова“ 83, 5700 Тетевен",,,Тетевен,пивница,
ХОТЕЛ ФЕДОРА,067852186,https://hotelfedora.hotelonia.com/,", 358 131, 5720 Рибарица",,,Тетевен,пивница,
EL BANKO,0878945330,https://m.facebook.com/elbanko.bar/,", ул. „Христо Ботев“ 15, 5700 Тетевен",,,Тетевен,пивница,
Снек-бар „Парадисо“,0899179707,,", 358 3, 5771 Ул, Смесите 1, Тетевен",,,Тетевен,бар и цигари,
Cafe Habana Teteven,0885014337,,", ул. „Иван Вазов“ 38, 5700 Тетевен",,,Тетевен,бар и цигари,
Тетевенска скара,0899402379,,", пл. Сава Младенов, 5700 Тетевен",,,Тетевен,бар и цигари,
Шокера,,,", ул. „Иван Вазов“ 74, 5700 Тетевен",,,Тетевен,drink shop,
"Ловно рибарски магазин ""ЕТ Гого 90""",,,", ул. Възраждане 129, 5770 Луковит",,,Луковит,нощен магазин,
Моят магазин Червенобрежкото,0888445105,https://www.facebook.com/DiteksMoyatMagazin,", ул.Иван Вазов 66, 5770 Луковит",,,Луковит,нощен магазин,
Здравец,,,", бл.Светлина, 307, 5770 Луковит",,,Луковит,нощен магазин,
Бакалия Грънчарови,,https://www.facebook.com/share/16j9LoRxid/?mibextid=wwXIfr,", ул. Възраждане 66, 5770 Луковит",,,Луковит,нощен магазин,
Интер,069753444,,", Хр. Ботев 18, 5770 Луковит",,,Луковит,нощен магазин,
"Магазин за дрехи и обувки ""Бомбастик""",0889071901,,", Общински Пазар Общински Пазар, 5770 Луковит",,,Луковит,нощен магазин,
"Колбасарница ""Балкански""",0887468784,,", ул. Възраждане 101, 5770 Луковит",,,Луковит,нощен магазин,
Детски магазин Мишлета,0897626460,,", Хр. Ботев 3Б, 5770 Луковит",,,Луковит,нощен магазин,
ВОЛАТ,069753525,,", ул. Възраждане 71, 5770 Луковит",,,Луковит,нощен магазин,
Serviz Пътна Помощ Сервиз за гуми ЕТ ГОГО 90 Мобилен сервиз,0878961911,https://etgogo90.com/,", ул. Възраждане 129, 5770 Луковит",,,Луковит,нощен магазин,
МАРТО ШОРТО,069753624,,", Луковит, ул. Възраждане, бл. Космос",,,Луковит,нощен магазин,
ГО грил,0895582032,http://www.gogrill.bg/,", LIDL, паркинг, ул. Възраждане, 5770 Луковит",,,Луковит,нощен магазин,
NON STOP R&D,,,", ул. Възраждане 92, 5770 Луковит",,,Луковит,нощен магазин,
My place - bar and shop,,,", улица Златна Панега 20, 5770 Луковит",,,Луковит,alcohol shop,
"Винарна ""При Момите""",0879300901,,", ул. „Димитър Талев“ 2, 5770 Луковит",,,Луковит,вино магазин,
"Ресторант ""Викки""",0899954332,,", ул. Възраждане 139, 5770 Луковит",,,Луковит,вино магазин,
Карина Луковит,,,", ул.Св.Св.Кирил и Методи 58, 5770 Луковит",,,Луковит,хранителен магазин цигари,
"Матео - ликьор, цигари, кафе",,,", Център, ул. „Хр. Смирненски“ 20, 2180 Етрополе",,,Луковит,хранителен магазин цигари,
Супермаркет Акцент,,https://www.facebook.com/accentmarkets/,", ж.к. Лозенец, ул. „Свети Седмочисленици“ 11, 1421 София",,,Луковит,хранителен магазин цигари,
Магазин на ъгъла,,,", ж.к. Триъгълника - Надежда, ул. „Болярска“ 21, 1220 София",,,Луковит,хранителен магазин цигари,
Луковит,,,,,,Луковит,кварталник,
Строителни материали Монев БГ,069752251,,", ул. Възраждане 25, 5770 Луковит",,,Луковит,смесен магазин,
Лета Зар ЕООД,069754010,,", ул. Възраждане 137, 5770 Луковит",,,Луковит,смесен магазин,
Транжорна ЕКОМЕС ЛУКОВИТ ЕООД,0882401119,,", 5770 Луковит",,,Луковит,смесен магазин,
Търговски Център Панчев,,,", ул. Възраждане, 5770 Луковит",,,Луковит,смесен магазин,
МАРТИ-ИВАН КРАСИМИРОВ,069753700,,", ул. Възраждане 94, 5770 Луковит",,,Луковит,смесен магазин,
София 2018 ЕООД,0899788799,,", ул.Йосиф Йосифов 1, 5770 Луковит",,,Луковит,смесен магазин,
Витавел АД,069753615,,", Хр. Ботев 57, 5770 Луковит",,,Луковит,павилион цигари,
"Ресторант ""Родина""",0884178239,https://m.facebook.com/%D0%A0%D0%B5%D1%81%D1%82%D0%BE%D1%80%D0%B0%D0%BD%D1%82-%D0%A0%D0%BE%D0%B4%D0%B8%D0%BD%D0%B0-411941635576656/,", ул. Възраждане 2A, 5770 Луковит",,,Луковит,пивница,
Chivas Bar,,,", ул. „Димитър Талев“ 2, 5770 Луковит",,,Луковит,пивница,
Къщата,069754121,,", ул. Възраждане 57, 5770 Луковит",,,Луковит,пивница,
ViaOsteria,,,", ул. „Bъзpaждaнe“ 96, 5770 Луковит",,,Луковит,пивница,
Златен парк,,,", ул.Васил Левски 26, 5770 Луковит",,,Луковит,пивница,
ЗЛАТЕН ПАРК КАФЕ СЛАДКАРНИЦА,,,", в Златния парк, 5770 Луковит",,,Луковит,пивница,
Хотел Дипломат парк,069754090,http://www.diplomatpark.com/,", 37 Hristo Botev str, 5770 Луковит",,,Луковит,пивница,
Родина БГ,069755015,https://www.facebook.com/profile.php?id=100057649381215,", ул. „Bъзpaждaнe“ 137А, 5770 Луковит",,,Луковит,пивница,
Национален Пещерен Дом,0888514510,http://www.cavehome.bg/,", 53JC+6C, 5782 Карлуково",,,Луковит,пивница,
Diplomat Plaza Hotel & Resort,0885205252,http://www.diplomatplaza.com/,", 2 Dimitar Talev Str, 5770 Луковит",,,Луковит,пивница,
CoShare Area,,https://www.facebook.com/profile.php?id=61557863906035,", ул.Върбовец 3, 5770 Луковит",,,Луковит,drink shop,
Интеграл,0886733788,,", Център, ул. „Искър"" 20, 5980 Червен бряг",,,Червен бряг,магазин цигари,
Life,0882948473,http://www.facebook.com/lifesupermarkets,", Център, ул. „Отец Паисий"" 6, 5980 Червен бряг",,,Червен бряг,магазин цигари,
Еделвайс ЮС ЕООД,,,", Център, ул. „Васил Априлов"" 25, 5980 Червен бряг",,,Червен бряг,магазин цигари,
Ловно рибарски магазин ''МариМакс'',0878469677,,", Център, ул. „Екзарх Йосиф"" 5, 5980 Червен бряг",,,Червен бряг,магазин цигари,
Вселена Ви-91,0879854488,,", Център, ул. „Стефан Караджа“ 12, 5980 Червен бряг",,,Червен бряг,магазин цигари,
МАГАЗИН БОНИ-ОБОРОТ,065992550,,", Червен Бряг, ул. Търговска 8",,,Червен бряг,магазин цигари,
alcohol & tobacco Insomnia,,,", Иван Вазов, ул. „Балша“, 1408 София",,,Червен бряг,магазин цигари,
Vapeshop /Магазин за електронни цигари и течности|,,,", Иван Вазов, бул. „Витоша“ 131Б, 1408 София",,,Червен бряг,магазин цигари,
AВАНТИ цигари и алкохол,,http://avanti-bg.com/,", ж.к. Лозенец, ул. „Света гора“ 42, 1164 София",,,Червен бряг,цигари и алкохол,
Хранителен магазин ЛОРИ,,,", 5997 Червен бряг",,,Червен бряг,денонощен магазин,
ЗОО МАГАЗИН И СКЛАД ЗА ФУРАЖИ ЗА ВСИЧКИ ВИДОВЕ ЖИВОТНИ,0878319335,,", Център, ул. „Георги С. Раковски“ 39, 5980 Червен бряг",,,Червен бряг,денонощен магазин,
Магазин БЕБЕЛАН детски храни,,https://www.befit.bg/,", Център, ул. „Търговска“, 5980 Червен бряг",,,Червен бряг,денонощен магазин,
СУПЕР МАРКЕТ,,,", Център, 1031 58, 5980 Червен бряг",,,Червен бряг,денонощен магазин,
Денонощен Магазин “Кристал Маркет”,0898523438,https://www.instagram.com/crystalmarketood/,", Georgi S. Rakovski 16, 2108 Григорево",,,Червен бряг,денонощен магазин,
24/7 shop / Денонощен магазин,,,", Център, ул. „Цар Симеон“ 10, 2260 Своге",,,Червен бряг,денонощен магазин,
Денонощен магазин/24/7 /Алкохол и цигари,,,", 2109 Гара Елин Пелин",,,Червен бряг,денонощен магазин,
Денонощен Магазин LightBox,,,", Васил Левски 81, 2060 Вакарел",,,Червен бряг,денонощен магазин,
Хранителен магазин ВИВА,,,", Център, ул. „Васил Априлов"" 34, 5980 Червен бряг",,,Червен бряг,денонощен магазин,
Магазин Дацо,,,", 2629 Червен брег",,,Червен бряг,денонощен магазин,
24/7 Цветя FRIENDS FLOWERS VENDING STATION,0873922933,,", ул. „Лозен"", 1151 София",,,Червен бряг,денонощен магазин,
"Хранителен магазин ""НИКИ ЕМ""",,,", Враца Център, ул. „Илия Кръстеняков“ 16А, 3002 Враца",,,Червен бряг,денонощен магазин,
"Магазин ""Молец""",0888196774,,", бул. ""Хаджи Ненчо Палавеев "" №86, 2077 Копривщица",,,Червен бряг,денонощен магазин,
Месни продукти Вършец,0878263122,https://mesarnicavarshets.com/,", Кооперативен пазар, ул. Дончо Станчев, 3540 Вършец",,,Червен бряг,денонощен магазин,
Детски свят,0878202929,http://detski-svqt.com/,", Център, ул. „Княз Борис I"" 5, 5980 Червен бряг",,,Червен бряг,нощен магазин,
Tobacco Shop LB,0898637281,https://www.facebook.com/HotelLB,", Hotel L&B, Стария възел, кв. Чайка 34, 8240 Слънчев бряг",,,Червен бряг,tobacco shop,
"Tobacco, drinks & coffee shop/EasyPay",0877163118,,", ул. Г. Бенковски 1, 5750 Ябланица",,,Червен бряг,tobacco shop,
Мерилин,,,", Център, ул. „Васил Априлов"" 13, 5980 Червен бряг",,,Червен бряг,бира магазин,
Червен ЛБТ2,,,", Център, ул. „Търговска“ 36, 5980 Червен бряг",,,Червен бряг,хранителен магазин цигари,
Лилавия,,,", Център, Антим I-ви 15, 5980 Червен бряг",,,Червен бряг,хранителен магазин цигари,
Червен Ирена Иванова,,,", Център, ул. „Панайот Волов"" 44, 5980 Червен бряг",,,Червен бряг,хранителен магазин цигари,
Червен бряг,,,,,,Червен бряг,кварталник,
Зърнобаза Агролес,,,", ул. Златна мина, 5980 Червен бряг",,,Червен бряг,смесен магазин,
При Пинко,0876201086,,", Център, ул. „Хан Ацларах"", 5980 Червен бряг",,,Червен бряг,смесен магазин,
ЮЖЕН,0886846001,http://technohome.bg/,", Червен Бряг, ул. Стефан Караджа 4",,,Червен бряг,смесен магазин,
МАГАЗИН СЛЪНЦЕ,065992311,,", Червен Бряг, ул. Княз Борис I, бл. Слънце",,,Червен бряг,смесен магазин,
Саба мил ЕООД,0888569524,,", кв. Илиянци, 1271 София",,,Червен бряг,смесен магазин,
Ruyel asian grocery store,,,", София център, ул. „Трапезица“ 4, 1000 София",,,Червен бряг,смесен магазин,
Смесен Магазин,,,", PMX6+7F, 2127 Потоп",,,Червен бряг,смесен магазин,
"Смесен Магазин ""Гери""",0879937599,,", ул. Свети св. Кирил и Методий, 5855 Долна Митрополия",,,Червен бряг,смесен магазин,
Amita Shop,0896820770,https://www.amita-shop.com/index.php?route=information/contact,", ж.к. Лозенец, ул. „Йоан Екзарх“ 10, 1421 София",,,Червен бряг,смесен магазин,
"Плод и зеленчук ""Зеленчуков рай""",,,", Хладилника, ул. „Кишинев“ 7, 1407 София",,,Червен бряг,смесен магазин,
Cix Ciğ Köfte Sofia,0884252786,,", Иван Вазов, пл. Иван Вазов, 1408 София",,,Червен бряг,смесен магазин,
babala китайски магазин,0887554663,,", Славянска 34, 2230 Костинброд",,,Червен бряг,смесен магазин,
Ив Кю Арт,0882554441,https://www.instagram.com/ivqartbg/,", ж.к. Белите брези, ул. „Нишава“ 62, 1680 София",,,Червен бряг,смесен магазин,
Доставка Минерална Вода Княжево,0877706205,,", ж.к. Люлин 9, булевард „Райко Даскалов 4, 1359 София",,,Червен бряг,смесен магазин,
Trade and busy,,,", Промишлена зона Хладилника, ул. „Борис Руменов“ 5А, 1407 София",,,Червен бряг,смесен магазин,
LUMIERE BEAUTY CLUB BY LYUBOSLAVA,,,", ж.к. Надежда 2, ул. „Йордан Хаджиконстантинов - Джинот“ 97, 1220 София",,,Червен бряг,смесен магазин,
Руди 77,0882012084,,", Хранителен Магазин, Улица Стара Планина N:1, 2260 Своге",,,Червен бряг,смесен магазин,
Синя луна,,,", ж.к. Надежда 4, бул. „Ломско шосе“ 141, 1231 София",,,Червен бряг,смесен магазин,
С-Йотови,0889401820,,", Люлин 1 023, 1336 София",,,Червен бряг,смесен магазин,
Магазин Яни,0888603949,,", София, кв. Илиянци, 邮政编码: 1038",,,Червен бряг,смесен магазин,
Смесен магазин Сумер,,,", 3491 Сумер",,,Червен бряг,смесен магазин,
Хранителни стоки Боряна,,,", Ул. ""Перник 1, 2348 Големо Бучино",,,Червен бряг,смесен магазин,
Грил и Бар Vintage,0889294727,https://www.facebook.com/grillandbarVintage/,", Център, ул. „Търговска“ 16а, 5980 Червен бряг",,,Червен бряг,павилион цигари,
"""ALIVIO"" - ADULT DIAPERS, Cherven bryag",0899894035,http://www.alivio.bg/,", Център, ул. „Тунджа"" 9, 5980 Червен бряг",,,Червен бряг,павилион цигари,
Quick,,,", Иван Вазов, бул. „Витоша“ 93, 1463 София",,,Червен бряг,тютюн магазин,
Tobacco shop Magazincheto,,,", Metro station, Хиподрума, 1000 София",,,Червен бряг,тютюн магазин,
Лафка,,http://www.lafka.bg/,", София център, ул. Карнеги 1, 1142 София",,,Червен бряг,тютюн магазин,
"КАФЕ И ЦИГАРИ ""ПРИ ИВО""",0876292441,,", ж.к. Лозенец, бул. „Черни връх“ 15, 1421 София",,,Червен бряг,тютюн магазин,
"BoomBVaping | Вейп магазин - София, бул. Петко Ю Тодоров",0898873333,https://www.boombvaping.com/,", Иван Вазов, бул. „Петко Ю. Тодоров“ 30, 1408 София",,,Червен бряг,тютюн магазин,
Магазин за алкохол и цигари - K&N,,,", ж.к. Света Троица, ул. „Пиротска“ 134, 1309 София",,,Червен бряг,тютюн магазин,
Ивейп,0887340050,https://sites.google.com/view/evapeshop/home,", 7, ул. „Бадемова гора“ Str, 1404 София",,,Червен бряг,тютюн магазин,
Фантазия,0876225188,,", Център, ул. „Търговска“ 57, 5980 Червен бряг",,,Червен бряг,пивница,
Зимница & Сунгурларе,,,", Кооперативен пазар, Център, ул. „Любен Каравелов"", 5980 Червен бряг",,,Червен бряг,пивница,
Amore,0879400441,,", Победа, ул. „Яне Сандански“ 61, 5980 Червен бряг",,,Червен бряг,пивница,
Механа Коплекса,,,", Център, ул. „Дойран"", 5980 Червен бряг",,,Червен бряг,пивница,
Бар-грил При Нелката,0888993011,,", Център, 306 21, 5980 Червен бряг",,,Червен бряг,пивница,
"Ресторант ,,VICTORY""",0877058800,,", Център, ул. „Отец Паисий"", 5980 Червен бряг",,,Червен бряг,пивница,
Ропотамо,065992719,,", Център, ул. „Търговска“ 2, 5980 Червен бряг",,,Червен бряг,бар и цигари,
Таганрог,065992331,https://hranene.gesto.bg/,", Център, 306 254, 5980 Червен бряг",,,Червен бряг,бар и цигари,
Restaurant Gradina,0878815554,https://www.facebook.com/profile.php?id=100076164851234,", Център, ул. „Цар Асен I“ 28, 5980 Червен бряг",,,Червен бряг,бар и цигари,
Ресторант Голеж,0883335682,https://m.facebook.com/restorantgolej/?locale2=bg_BG,", Ул. Голеж 2, 5980 Червен бряг",,,Червен бряг,бар и цигари,
Юриеви,0876883027,,", ул. Златна мина 1, 5980 Червен бряг",,,Червен бряг,бар и цигари,
Дон Апетит,0883316475,,", Център, ул. „Любен Каравелов"" 2, 5980 Червен бряг",,,Червен бряг,бар и цигари,
Голеж,065992708,http://chervenbryag.bg/,", 1031 28, 5980 Червен бряг",,,Червен бряг,бар и цигари,
"Магазин ""Алдера""- кафе,цигари,алкохолни напитки,сандвичи и други...",,,", ж.к. Триъгълника - Надежда, ул. „Болярска“ 51, 1220 София",,,Червен бряг,бар и цигари,
Гостилница Амира,029532605,,", Иван Вазов, бул. „Петко Ю. Тодоров“ 24, 1408 София",,,Червен бряг,бар и цигари,
Спагети къмпани,028810100,http://spaghetti-company.com/,", Иван Вазов, бул. „Витоша“ 150, 1408 София",,,Червен бряг,бар и цигари,
The Clock bar | food,0885550010,http://www.theclock.bg/,", Pette Kyosheta, ул. „Цар Асен“ 81, 1463 София",,,Червен бряг,бар и цигари,
Carne,0888276276,https://carne-restaurant.com/,", бул. Академик Иван Евстратиев Гешов, ул. „Хан Пресиян“ и, 1431 София",,,Червен бряг,бар и цигари,
Sasaguri Иван Вазов Сасагури,0883338030,https://sasaguri.net/,", ж.к. Иван Вазов, ул. „д-р Стефан Сарафов“ 15, 1408 София",,,Червен бряг,бар и цигари,
Капанче,,,", Бъкстон, бул. „Братя Бъкстон“ 31Г, 1618 София",,,Червен бряг,бар и цигари,
Fresh & coffee,,,", Център, ул. „Търговска“ 22, 5980 Червен бряг",,,Червен бряг,drink shop,
Тодор Цанов - дядо Тошо,065994137,,", Червен Бряг, ул. Антим I 75",,,Червен бряг,drink shop,
Happy Hip,,,", Център, ул. „Княз Борис I"" 3738, 5980 Червен бряг",,,Червен бряг,drink shop,
NURI COFFEE,,,", Център, ул. „Отец Паисий"", 5980 Червен бряг",,,Червен бряг,drink shop,
Магазин/Shop,,,", Pette Kyosheta, ул. „Шандор Петьофи“ 47, 1463 София",,,Червен бряг,drink shop,
Chatime Bulgaria Square,0884829199,http://chatime.bg/,", Ндк, бул. „България“ 1, 1463 София",,,Червен бряг,drink shop,
Борн уинър глобал ЕООД,0879522533,https://www.bornwinner.bg/,", Иван Вазов, бул. „Витоша“ 89В, 1463 София",,,Червен бряг,drink shop,
Слънце Луна Пекарна,0896720725,http://www.sunmoon.bg/,", Pette Kyosheta, ул. „Цар Асен“ 80Б, 1463 София",,,Червен бряг,drink shop,
Кафене Ro,,,", Pette Kyosheta, бул. „Пенчо Славейков“, 1463 София",,,Червен бряг,drink shop,
